64,295000,0.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.507116,4.12166,-163.062,-21.2839,9.08232,-3.87275,7.17867,9.48215,25.6748,7.43544,11.5968,0.206351,0.833631,-2.38967,-6.25491,-2.25019,-2.19798,10.3887,-31.7209,-5.74887,2.55561,0.29397,-39.1306,1.91081,-1.38831,-217.592,-1.76597,-0.187755,-4.20249,-12.5914,-7.18689,-3.0756,-6.19948,8.32236,-3.11387,-0.875473,1.98305,2.89357,-0.775695,3.35097,-22.5799,11.3297,3.08311,-5.02718,-0.729919,0.756025,-5.71096,-2.0113,0.0958443,0.0439882,-0.0725985,0.359416,0.417709,0.748158,-1.08075,0.499964,0.00822544,0.732422,-0.0808239,0.232816,-0.0550747,0.835061,1.16158,0.319362
2.0982,5.73456,-165.065,-23.2412,6.15192,-5.30326,4.71818,7.73656,25.8758,11.1791,18.9167,2.96688,0.966668,-1.82426,-8.06129,-3.28982,-2.14434,10.3276,-31.3085,-5.22459,3.86488,1.52099,-38.8259,3.12889,2.20406,-216.439,0.281453,0.950575,-4.55904,-12.9941,-8.18396,-3.42929,-6.40512,8.43001,-3.40033,-1.58608,5.2489,9.43995,2.49767,6.5825,-14.2543,21.9719,13.3063,2.64215,-1.74344,-0.195265,-11.4341,-7.46369,-0.0815392,-0.0132322,-0.112653,0.313282,0.375509,0.703812,-1.13368,0.450254,0.0128746,0.705242,-0.109792,0.195622,-0.0962019,0.806451,1.13189,0.291109
2.41864,5.62477,-166.492,-24.7368,18.676,7.05671,17.3357,19.8916,96.9082,46.1984,28.9922,19.2529,-6.96981,-9.28152,-19.3398,-14.5118,-2.41649,10.3151,-30.5718,-3.33953,14.2093,11.5296,-29.1256,13.1392,11.7137,-206.864,17.0921,17.7155,-4.1002,-19.6091,-22.1665,-16.9473,-8.07202,4.94921,-3.58236,-2.1944,8.52943,13.0105,7.23195,11.5253,-14.2257,21.6233,17.8835,4.49967,-1.56677,-0.298262,-12.0049,-8.34346,0.183821,0.082612,0,0.428081,0.473142,0.802159,-1.03247,0.538945,0.0160933,0.453472,-0.345826,-0.0654459,-0.343323,0.576139,0.905514,0.0765324
1.5707,4.55296,-164.017,-22.5288,-5.61512,-17.3621,-6.56319,-4.20892,-36.2906,-19.3956,10.5507,-9.5669,5.27144,3.20685,-1.76096,3.21078,-3.18682,9.39059,-32.8413,-5.90229,-2.33603,-5.16486,-45.5182,-3.62456,-5.48601,-222.361,-6.07467,-6.61254,-4.14956,-5.40018,-0.191331,4.5315,-6.72555,6.79743,-2.08998,-1.0407,-5.90086,-0.626922,-7.70867,-3.29661,-25.6734,11.3922,2.95436,-9.57155,2.47514,3.57807,-0.155568,4.19784,0.650168,0.256419,0.14627,0.578284,0.622273,0.940561,-0.90301,0.69344,0.033617,1.01638,0.190973,0.501394,0.183463,1.09899,1.44124,0.557542
2.33388,5.70059,-163.359,-21.7059,-10.0712,-21.546,-10.5629,-8.17931,-5.8862,-7.98369,9.46426,-8.35526,3.79694,2.24161,-2.13504,3.23725,-3.48544,10.692,-34.1688,-7.07924,-8.63278,-11.6415,-51.7083,-9.67348,-8.80551,-226.328,-15.3058,-15.1069,-4.33409,-2.2012,5.88799,10.4073,-7.56955,5.19311,-2.42186,-1.78313,-1.11794,4.08411,-1.99091,2.71475,-27.7791,7.59423,-7.2695,-14.4525,3.84915,4.58014,1.30391,6.70016,0.665903,0.251055,0.145555,0.581861,0.627637,0.938773,-0.902295,0.696302,0.0228882,0.815392,-0.00107288,0.279665,-0.0160933,0.88799,1.24526,0.370503
0.414848,3.73721,-162.272,-20.4953,12.1268,-1.06609,11.3919,12.2012,5.32687,-5.54502,4.44102,-7.01487,1.36793,0.482082,-3.60096,1.33789,-3.21364,10.903,-32.8778,-5.11515,2.2434,-1.50454,-40.1702,1.00565,-5.11229,-218.998,-8.10456,-4.18675,-3.79407,-11.6447,-3.47722,-0.0879765,-5.29218,10.6605,-1.95515,-1.69373,-3.47078,-1.96731,-3.83949,1.01173,-24.6077,7.25234,-3.46756,-7.3117,1.94871,2.23589,-6.94692,-2.23553,0.668764,0.252485,0.155211,0.580072,0.622988,0.929475,-0.909805,0.694871,0.0236034,0.861883,0.0439882,0.331521,0.0225306,0.938416,1.29211,0.415564
2.32136,6.2052,-166.116,-24.3745,-19.6706,-31.114,-21.1709,-17.7176,-40.8357,-14.9299,24.1799,-4.83441,5.44238,4.61125,-5.92911,0.862241,-3.93784,9.28044,-34.6448,-6.74379,-7.51734,-10.7224,-52.0878,-9.82761,-5.1409,-223.891,-5.6001,-9.67169,-4.12309,2.32494,2.63929,8.06308,-7.00379,5.68342,-2.06101,-1.83892,-7.28846,2.89392,-10.2339,-5.45275,-26.4158,13.8477,0.692368,-13.8313,6.13153,6.17695,5.3376,10.1788,-0.22316,-0.061512,-0.0915527,0.325799,0.344396,0.666261,-1.13368,0.44024,0.0268221,0.945926,0.114441,0.401616,0.0890493,1.01352,1.35934,0.493527
0.325084,4.0648,-164.285,-22.3264,20.01,6.97696,19.3008,20.3129,51.1522,20.1695,17.3192,5.22423,-2.75338,-2.8367,-11.5714,-5.39088,-2.57099,10.8944,-31.9222,-3.14963,10.7585,6.77848,-32.4369,8.82018,2.56705,-212.204,2.96402,6.5403,-4.09305,-17.1139,-12.2859,-8.50046,-6.77741,8.13818,-2.30169,-2.45297,1.80638,4.90487,1.97017,6.63686,-19.1649,13.5062,6.35612,-0.0808239,1.61612,1.46234,-11.777,-7.74729,-0.170231,-0.0582934,-0.110507,0.306487,0.333667,0.659108,-1.14298,0.447393,0.0253916,0.732064,-0.079751,0.184536,-0.115871,0.80359,1.17481,0.297546
0.604749,4.67563,-166.41,-24.6223,-0.0962019,-11.9501,-0.511766,1.81174,-62.5573,-30.8808,10.7467,-14.3856,6.95193,7.10034,-0.484943,6.30784,-3.02303,9.42957,-32.8356,-3.79729,5.42414,1.94728,-39.3834,2.77233,1.629,-215.61,4.78542,3.53229,-4.23825,-8.79622,-8.23116,-3.34239,-8.08346,3.97396,-2.1143,-2.14541,-2.77269,5.46527,-3.35562,1.14977,-22.1432,15.9255,9.48501,-5.05543,4.54402,4.15492,-2.78413,0.772119,0.534296,0.205994,0.151634,0.579,0.596523,0.893355,-0.928402,0.670195,0.0321865,0.836849,0.0114441,0.280738,-0.0300407,0.903726,1.26708,0.392318
0.500679,4.82369,-165.562,-23.5988,-0.833273,-12.2255,-0.137329,1.86145,-28.6267,-18.7955,7.12931,-14.1338,5.56254,6.2213,0.163078,7.44152,-3.08847,11.0106,-34.5701,-5.40233,-2.3886,-5.57041,-47.5012,-4.60196,-1.77062,-219.242,-3.847,-3.60668,-4.56584,-8.71253,-2.98548,1.45018,-6.48701,7.07781,-1.69122,-1.6712,-5.66948,2.02525,-5.67198,-1.39689,-23.4261,12.4655,2.05529,-7.08962,4.95672,4.43173,-3.46434,0.64373,0.771403,0.287175,0.212073,0.648022,0.661612,0.959873,-0.864744,0.754237,0.0329018,0.946283,0.111222,0.387669,0.0693798,1.00136,1.37579,0.487089
